0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,142.22677021033078,inf,inf,inf,inf,inf,32.17248866453294,inf,inf,inf,inf,inf,inf,inf,inf,inf,178.22783371868977,inf
inf,0.0,inf,inf,inf,inf,inf,inf,124.1894453172343,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,28.034984404888757,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,inf,153.2353254137955,inf,inf,inf,inf,inf,inf,inf,196.71067998593298,inf,inf,105.99730570478403,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,64.61809794111853,inf,inf,inf,inf,120.91853349906947,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,28.034984404888757,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,152.78515187657675,inf
inf,inf,inf,inf,inf,inf,0.0,inf,130.00891080055297,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,12.904954592750974,158.7312639763346,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,124.1894453172343,inf,153.2353254137955,inf,inf,130.00891080055297,inf,0.0,inf,inf,inf,inf,174.88410366649254,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,105.02015481813595,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
142.22677021033078,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,30.21575599494114,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,64.61809794111853,inf,inf,inf,inf,105.02015481813595,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.5460398544206,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,12.904954592750974,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,158.7312639763346,174.88410366649254,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,9.769083519503226,inf,inf,inf,inf,149.9155856092879,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,30.21575599494114,inf,inf,inf,9.769083519503226,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
32.17248866453294,inf,inf,196.71067998593298,120.91853349906947,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,90.14370732412134,inf,inf,inf,inf,inf,168.15443626736499,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,90.14370732412134,0.0,inf,inf,inf,inf,inf,inf,inf,86.29118269023976,inf
inf,inf,inf,105.99730570478403,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,149.9155856092879,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,166.34679978397781,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,40.70351096125052,51.83955005064773,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,31.5460398544206,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,168.15443626736499,inf,inf,inf,inf,inf,inf,0.0,inf,inf,46.94566201683645
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,166.34679978397781,40.70351096125052,inf,inf,0.0,inf,inf
178.22783371868977,inf,inf,inf,inf,152.78515187657675,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,86.29118269023976,inf,inf,inf,51.83955005064773,inf,inf,inf,0.0,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,46.94566201683645,inf,inf,0.0
