0.0,inf,inf,138.91506141871812,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,175.78785591446925,36.255427918237714,inf,inf,inf
inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,150.5661158391692,inf,inf,inf
inf,inf,0.0,inf,inf,inf,68.63262630785886,inf,inf,inf,inf,inf,inf,36.46041746416179,inf,inf,inf,inf,inf,49.623290332511125,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
138.91506141871812,inf,inf,0.0,inf,inf,38.559922836757586,inf,inf,134.63131792605674,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,123.40533928547859,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,28.046184017043934,inf,inf,inf,inf,36.34092719678177,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,85.65992183119192,78.67322632258607,inf,inf,inf,inf,inf,36.004564895905645
inf,inf,68.63262630785886,38.559922836757586,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,98.24618697713935,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,123.40854282745951,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,134.63131792605674,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,42.86963514571286,inf,inf,inf,103.74437212313136,inf,inf,21.8374643384947,inf,40.36199791547555,inf,inf,89.20412857059014,inf,inf,inf,inf,inf
inf,inf,inf,inf,28.046184017043934,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,52.49420494093932,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,55.91825544704439,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,66.46896338611218,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,36.46041746416179,inf,inf,inf,inf,inf,123.40854282745951,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,70.9563260434405,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,36.34092719678177,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,52.49420494093932,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,81.72934049651386,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,42.86963514571286,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,70.9563260434405,inf,inf,inf,0.0,inf,inf,inf,93.49175869514039,inf,inf,38.08103843148089,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,49.623290332511125,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,72.17866661375578,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,180.33703146800585,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,103.74437212313136,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,72.17866661375578,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,93.49175869514039,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,123.40533928547859,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,21.8374643384947,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,38.08103843148089,inf,inf,inf,inf,inf,inf,0.0,inf,inf,61.9211860952458,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,40.36199791547555,inf,inf,66.46896338611218,inf,inf,inf,81.72934049651386,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,55.550886875614836,inf
inf,inf,inf,inf,inf,85.65992183119192,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,164.59072196623694,inf,inf,inf
inf,inf,inf,inf,inf,78.67322632258607,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,61.9211860952458,inf,inf,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,98.24618697713935,inf,89.20412857059014,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf
175.78785591446925,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
36.255427918237714,150.5661158391692,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,164.59072196623694,inf,inf,inf,0.0,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,180.33703146800585,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,55.91825544704439,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,55.550886875614836,inf,inf,inf,inf,inf,inf,0.0,inf
inf,inf,inf,inf,inf,36.004564895905645,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0
