id,x_km,y_km,pop,n_cells_assigned,radius_km
23,121.5186714028989,128.70491967128896,1000514,2206,52.997796517268235
20,156.9817850995337,131.92578987302608,814498,390,22.283703068536735
22,149.50607826412747,106.35328465407702,501788,1518,43.963366896860585
24,57.639570689706716,80.1678888542472,468286,2007,50.550882942669475
6,187.79029836402583,154.2011833165734,358991,158,14.183506197980657
25,82.43530731030063,82.88005434814855,337086,804,31.99507140118726
0,184.1897020559467,176.19309725390215,323987,368,21.646065519224038
21,154.9898864902421,157.24893212026032,243239,241,17.517155313611116
9,16.170671307467693,151.3334942014361,205137,275,18.712051592547777
5,185.38385579301675,132.82397907457724,197272,187,15.430353037616328
4,15.045729763213352,119.0156562190656,164663,292,19.281751659604673
8,133.9981790890524,154.67532419596938,162556,200,15.957691216057308
14,48.13569678199417,147.9668630100672,154661,288,19.149229459268767
10,24.707094363232073,178.86864732788285,118277,366,21.587164551489145
13,40.75147061421329,122.12190641064142,113218,195,15.756957549709801
19,156.7856896877326,101.0706295337651,90019,90,10.704744696916627
11,133.24010537340908,95.3563017742089,63014,92,10.823032759612019
2,47.86239223235959,85.52276722189671,47788,93,10.881694613449236
7,122.12194251822783,151.83738767865503,44849,53,8.214724333230155
1,112.55357450177262,142.10102226964514,29053,39,7.046725639945928
12,147.32056615912504,96.94235470727,23315,23,5.4115163798060095
16,114.34916201117318,152.16428072625698,11456,23,5.4115163798060095
18,145.46762353456776,90.2992220883094,9127,18,4.787307364817192
3,100.50930965339444,141.04812374677743,6982,28,5.970821321441846
15,105.61632200886262,153.20974889217135,5416,25,5.641895835477563
17,144.9226289517471,83.82903494176372,4808,21,5.170882945826411
