id,x_km,y_km,pop,n_cells_assigned,radius_km
5,108.86037523614496,174.59465266861832,762773,2565,57.147698398498015
19,151.58487145521354,90.40994704586213,614494,800,31.915382432114615
12,145.035136286201,174.3412885240824,516560,990,35.50362163621919
8,79.87847818923782,15.77142422629458,394530,543,26.29389801439097
10,143.24537958258904,36.475566220403486,373397,555,26.582850624566497
7,22.207124185608322,17.449915741146185,301452,410,22.847936741452536
20,47.48606894809065,10.57994518124932,284939,244,17.625846048215095
17,178.29057167766845,54.91976877935132,272986,339,20.775663783985824
0,178.4745531305453,91.62727369303227,254157,397,22.48279562821002
21,45.03141464569726,32.931892179884365,202708,652,28.812361638146328
16,176.7430535329411,21.595235043979727,171670,382,22.05396803500069
2,69.59030226320706,44.9687671398005,165915,373,21.792621462004423
18,128.09590414933876,95.59222015698755,149566,249,17.805522925178455
15,118.4546415892439,58.08898639694017,145629,213,16.46815177937675
6,37.65273609885261,49.97533097969991,90640,264,18.333991376950163
11,51.10277678220948,44.13494786066595,58593,207,16.23454913941803
22,109.1680446666537,79.74419780946637,51403,128,12.766152972845846
4,88.71417753271648,175.47263175331898,42257,123,12.514330345744634
13,163.83416496945011,173.14353360488798,39280,121,12.412170838050638
14,97.66815702405437,61.70321022981311,33549,122,12.463355264843006
23,108.30464171653593,98.70586958543922,32251,119,12.309163489997376
9,93.78390730608304,92.43109108464758,15535,102,11.396070970426017
3,64.36553879603207,58.52248946867781,14718,48,7.817640190446719
1,56.320785597381345,62.82087652300418,10998,54,8.291859587312052
