0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,159.50504921370575,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,85.94212010220883,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,16.119197476061558,inf,inf
inf,85.94212010220883,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,97.07501368045388,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,52.828631235313026,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,60.91136066664303
inf,inf,inf,inf,0.0,170.89688984714505,inf,inf,inf,inf,inf,inf,134.10392605436962,inf,inf,inf,inf,inf,inf,inf,inf,145.07291404040956,inf,inf,inf,inf
inf,inf,inf,inf,170.89688984714505,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,80.2399130049905,inf,inf,inf,inf,73.46937784519979,inf,76.64639230608704,inf,inf,inf,inf,inf,inf,127.22569542848335
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.7287065534093,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,65.38983620154302,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,149.32829255932327,inf,inf,inf,inf,82.36633414451627,inf
159.50504921370575,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,112.01051982868032
inf,inf,inf,inf,inf,inf,80.2399130049905,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,134.10392605436962,inf,inf,inf,inf,inf,inf,inf,0.0,109.50334218298218,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,109.50334218298218,0.0,inf,71.92984704979122,inf,inf,inf,inf,inf,inf,109.89182916481265,inf,inf,inf
inf,inf,inf,52.828631235313026,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.92984704979122,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,73.46937784519979,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,74.86282586967627,inf,inf,inf,inf,inf,inf,91.64855803795136,inf
inf,inf,97.07501368045388,inf,inf,inf,inf,71.7287065534093,inf,inf,inf,inf,inf,inf,inf,inf,74.86282586967627,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,76.64639230608704,inf,65.38983620154302,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,149.32829255932327,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,30.855783460674484,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,30.855783460674484,0.0,inf,inf,inf,inf,inf
inf,inf,inf,inf,145.07291404040956,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,124.17153948244724,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,109.89182916481265,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf
inf,16.119197476061558,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,82.36633414451627,inf,inf,inf,inf,inf,inf,91.64855803795136,inf,inf,inf,inf,124.17153948244724,inf,inf,0.0,inf
inf,inf,inf,60.91136066664303,inf,inf,127.22569542848335,inf,inf,inf,112.01051982868032,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0
