0.0,18.391474894547674,inf,inf,25.70614382234456,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
18.391474894547674,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.484591762253977,inf
inf,inf,0.0,36.70600864800235,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,48.472451513103806,inf
inf,inf,36.70600864800235,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,44.79192554807383,inf,inf,inf,inf,inf
25.70614382234456,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,0.0,inf,inf,11.835354347941982,inf,inf,inf,inf,inf,inf,inf,11.842526341726552,inf,inf,inf
inf,inf,inf,inf,inf,inf,0.0,27.068660447669476,inf,inf,inf,inf,27.64391202332144,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,27.068660447669476,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,11.835354347941982,inf,inf,0.0,inf,inf,12.764493854775573,inf,26.030758859334327,inf,inf,inf,inf,inf,32.02627532069289
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,13.412439918746774,inf,inf,inf,inf,inf,15.266410497403372,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,13.412439918746774,0.0,inf,16.018288708064688,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,12.764493854775573,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,27.64391202332144,inf,inf,inf,16.018288708064688,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,26.030758859334327,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf
inf,inf,inf,44.79192554807383,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,29.870166648651075,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,29.870166648651075,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,11.842526341726552,inf,inf,inf,15.266410497403372,inf,inf,inf,inf,inf,inf,0.0,13.075420578351808,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13.075420578351808,0.0,inf,inf
inf,18.484591762253977,48.472451513103806,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,27.875415994957866
inf,inf,inf,inf,inf,inf,inf,inf,32.02627532069289,inf,inf,inf,inf,inf,inf,inf,inf,inf,27.875415994957866,0.0
