0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,102.66454312945447,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,41.15529840335922
inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,35.47824672847615,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,124.15159306195241,inf,inf,inf,inf,inf,inf,inf,inf,inf,52.19510591867284,inf,inf,inf,143.37297292376397,inf,88.64100898341268,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,30.673424461230873,inf,inf,inf,inf,inf,inf,inf,67.83405180700497,inf,inf,138.79861202026646,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,60.40476914837313,inf,inf,inf,inf,inf,inf,inf
inf,inf,124.15159306195241,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,93.0536928331586,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,0.0,inf,inf,102.19655880807863,inf,108.80204656797594,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,109.32069594322249,inf,inf,inf
inf,inf,inf,30.673424461230873,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,101.81606855301577,inf,inf,inf,inf,inf,25.128034309226386,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,102.19655880807863,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
102.66454312945447,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,26.191479929452804,inf,inf,92.69725726201223,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,108.80204656797594,inf,inf,inf,26.191479929452804,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.70172945981389,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,95.64544831778365,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,92.69725726201223,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,52.19510591867284,67.83405180700497,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,68.79280793956423,inf,41.72453068646454,37.71418729219029,inf,inf,inf,inf
inf,inf,inf,inf,inf,93.0536928331586,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.16075701166922
inf,inf,inf,138.79861202026646,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,143.37297292376397,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,20.502370621550185,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,101.81606855301577,inf,inf,inf,inf,95.64544831778365,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,88.64100898341268,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,13.900011670014194,inf,inf,inf,inf,inf,33.38971663559328,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13.900011670014194,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,60.40476914837313,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,68.79280793956423,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.502370621550185,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,22.373460797196742,inf
inf,35.47824672847615,inf,inf,inf,inf,inf,inf,25.128034309226386,inf,inf,inf,inf,inf,inf,41.72453068646454,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,37.71418729219029,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,117.8860255912539,inf,inf,inf
inf,inf,inf,inf,inf,inf,109.32069594322249,inf,inf,inf,inf,inf,71.70172945981389,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,117.8860255912539,0.0,12.007361904606718,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,33.38971663559328,inf,inf,inf,inf,inf,12.007361904606718,0.0,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,22.373460797196742,inf,inf,inf,inf,0.0,inf
41.15529840335922,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.16075701166922,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0
