0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,65.44314712801058,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,inf,inf,inf,inf,inf,inf,inf,47.75196639456384,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,131.89761667440135,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,77.36691442368556,inf,inf,inf,inf,inf
inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,113.98198416174037,inf,inf,inf,inf,inf,inf
inf,inf,131.89761667440135,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,81.31045391169015,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,0.0,inf,54.34078148388535,inf,inf,14.66334441254968,inf,inf,inf,inf,141.95614199194125,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,122.52442469035957,39.33255239878624,199.25266224143056,inf,inf,inf,inf,inf,inf,inf,26.195830656775943,inf,inf,inf
inf,inf,inf,inf,inf,inf,54.34078148388535,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,47.75196639456384,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,57.83629033569311,inf,inf,inf,inf
65.44314712801058,inf,inf,inf,inf,inf,inf,122.52442469035957,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,55.07666687956776,inf
inf,inf,inf,inf,inf,inf,14.66334441254968,39.33255239878624,inf,inf,inf,0.0,inf,inf,inf,inf,inf,127.6442224803671,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,199.25266224143056,inf,inf,inf,inf,0.0,18.83714671281394,inf,inf,inf,inf,inf,84.18651384347623,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,18.83714671281394,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,21.09835430769352,inf,inf,45.54462414999581,inf,inf,59.98679346769329,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,21.09835430769352,0.0,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,141.95614199194125,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,103.10124233654216
inf,inf,inf,113.98198416174037,inf,inf,inf,inf,inf,inf,inf,127.6442224803671,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf
inf,inf,77.36691442368556,inf,inf,81.31045391169015,inf,inf,inf,inf,inf,inf,inf,inf,45.54462414999581,inf,inf,inf,0.0,inf,inf,inf,inf,20.034691947903024
inf,inf,inf,inf,inf,inf,inf,inf,inf,57.83629033569311,inf,inf,84.18651384347623,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,26.195830656775943,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,59.98679346769329,inf,inf,inf,inf,inf,inf,0.0,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,55.07666687956776,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,103.10124233654216,inf,20.034691947903024,inf,inf,inf,inf,0.0
