0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,45.51735712406939,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.0,inf,99.60441713286937,inf,inf,61.10135216651874,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,166.0963487745903,inf,inf,181.69284094636205,inf,152.00142606671253,inf,inf,inf,87.9319877825001,inf
inf,99.60441713286937,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,112.228700929694,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,0.0,inf,inf,inf,122.35081538382846,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,172.78838228211887,inf,inf
inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,172.56325490935288,inf,inf,inf
inf,61.10135216651874,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,169.43716299242058,inf,inf,inf,inf,inf
inf,inf,inf,inf,122.35081538382846,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,95.01464382051961,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
45.51735712406939,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,72.06825670097774,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,80.2905451287362,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,95.01464382051961,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,149.87568085297306,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,107.84640591641694,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,112.228700929694,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,43.56600163539496,inf,inf,inf,inf,inf,inf,inf,93.23403144161391,inf,inf,71.77254356251534,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,34.647233746417584,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,107.84640591641694,43.56600163539496,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,62.878554241198636,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,98.43782158936996,inf,inf,inf,inf,inf,inf,inf,129.49874647223228
inf,inf,166.0963487745903,inf,inf,inf,inf,inf,inf,inf,72.06825670097774,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,34.048266025603475,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,98.43782158936996,inf,inf,0.0,inf,inf,57.13789563425754,inf,inf,inf,inf,inf
inf,inf,181.69284094636205,inf,inf,inf,inf,inf,inf,inf,inf,inf,149.87568085297306,inf,inf,34.647233746417584,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,82.48521322200361,inf,inf
inf,inf,152.00142606671253,inf,inf,inf,inf,169.43716299242058,inf,inf,inf,inf,inf,inf,93.23403144161391,inf,inf,inf,inf,inf,34.048266025603475,57.13789563425754,inf,inf,0.0,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,44.74803061457896,inf,inf
inf,inf,inf,inf,inf,172.56325490935288,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,62.878554241198636,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,139.7409392822443,inf
inf,inf,inf,inf,172.78838228211887,inf,inf,inf,inf,inf,inf,inf,inf,inf,71.77254356251534,inf,inf,inf,inf,inf,inf,inf,inf,82.48521322200361,inf,44.74803061457896,inf,0.0,inf,inf
inf,inf,87.9319877825001,inf,inf,inf,inf,inf,inf,inf,inf,80.2905451287362,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,139.7409392822443,inf,0.0,inf
